review,rating,final_text,sentiment
Good... 👍,5,good,positif
"sekarang susah cari driver, dapat kadang posisi jauh2",4,sekarang susah cari driver kadang posisi jauh,positif
"hem, bagus",5,hem bagus,positif
"lumayan kecewa gw ama sistem aplikasi, utk cari go ride susah sekali dan selalu dapat yang jauh-jauh. belum lagi tiba tiba drivernya cancel walaupun deket. kecewa gw anjg ama sistem apk ini",1,lumayan kecewa ama sistem aplikasi cari go ride susah sekali selalu jauh jauh belum tiba tiba driver cancel walaupun deket kecewa anjg ama sistem aplikasi,negatif
kenapa ya gofood sekarang susah banget untuk dapat driver?,3,gofood sekarang susah banget driver,netral
"susah bgt dapat driver food, mana gk bsa cancel lagi hrus nunggu 1 jam lebih baru bisa di cancel. tolong ubah dong sistemnya bisa di cancel 15 menit paling lama. ini gmna sih kecewa bgt. dlu aman2 aja skrng knpa bisa gini.",1,susah banget driver food mana tidak cancel hrus nunggu jam lebih baru cancel ubah sistem cancel menit paling lama bagaimana kecewa banget dlu aman sekarang knpa gin,negatif
"pelayanan cepat, tidak ada bug, gacor",5,layan cepat tidak bug gacor,positif
kalau pagi sulit buat dapat gojek & sering di minta cancel oleh driver,1,kalau pagi sulit buat gojek sering minta cancel driver,negatif
"mohon untuk di atasi untuk penjemputan yang lama,di karenakan memakan waktu dan tidak worth it dengan harga yang di berikan kepada customer, di mohon untuk pihak Go-Jek melakukan pembenahan agar customer tidak harus menunggu lama dan jenuh, jika menunggu 5 menit untuk mendapatkan driver baik baik saja, tapi ini lebih dari 30 menit, bahkan sampai 1 jam lebih menunggu driver yang tidak kunjung datang, jadi mohon di dengar untuk keluhan user/pengguna",1,mohon atas jemput lama karena makan waktu tidak worth it harga ikan customer mohon pihak go jek laku benah customer tidak tunggu lama jenuh tunggu menit dapat driver baik baik lebih menit bahkan jam lebih tunggu driver tidak kunjung datang jadi mohon dengar keluh user guna,negatif
lama kalo cari driver nya,3,lama kalau cari driver,netral
ini kenapa sih aplikasi nya di download ga jalan jalan padahal internet lancar,2,aplikasi download tidak jalan jalan padahal internet lancar,negatif
sayang nya mahal ongkir makan,4,sayang mahal ongkir makan,positif
emang oke gojeknya tepat waktu ramah baik,5,memang oke gojek tepat waktu ramah baik,positif
Aplikasi susah sinyal,1,aplikasi susah sinyal,negatif
dapet driver lama banget sumpah bikin telat aja,1,driver lama banget sumpah bikin telat,negatif
"baguss bangett, banyak promo, ga nyesel download gojek selama ini. ter the best💗✨",5,bagus bangett banyak promo tidak nyesel download gojek lama ter the best,positif
"susah mendapatkan driver, saya kesulittan untuk berangkat atau pepergian, karna tidak ada driver yang mengambil orderan",1,susah dapat driver kesulittan berangkat pergi tidak driver ambil order,negatif
dr 2017 SMP skarang 2026 best dll pkai apk gojekkk,5,smp skarang best pkai aplikasi gojekk,positif
cepat sampai tujuan,5,cepat tuju,positif
knp selalu menyediakan promo & fitur goride hemat padahal pengemudi jarang yg mau ambil. Klo fitur hemat driver sering nolak. Buang2 waktu apalagi udah ditunggu ujung2 nya cancel sepihak!!,2,selalu sedia promo fitur goride hemat padahal kemudi jarang mau ambil kalau fitur hemat driver sering nolak buang waktu tunggu ujung cancel pihak,negatif
"Aplikasi nya bagus, tapi tolong masa karena sistem nya error gara gara pesan makanan lewat go food",3,aplikasi bagus masa sistem error gara gara pesan makan lewat go food,netral
akhirnya aplikasi nya kembali normal lagi,5,akhir aplikasi normal,positif
kewrennn,5,kewrenn,positif
Make everything easier.,5,make everything easier,positif
aplikasi ini sangat baik untuk di gunakan,5,aplikasi sangat baik guna,positif
"Udah ke sekian kalinya saya memesan makanan udah nunggu beberapa menit tapi driver gak di temukan ini gimana !, pada kemana coba padahal perkota kan banyak",1,sekian kali mes makan nunggu beberapa menit driver tidak temu bagaimana coba padahal kota kan banyak,negatif
Good job bro,5,good job bro,positif
"hadeu sangat susah dapat driver padahal lokasi para driver nya dekat, tolong d perbaiki lagi",2,hadeu sangat susah driver padahal lokasi driver dekat baik,negatif
bagus bisa beli yang kita mau,5,bagus beli mau,positif
pokoknya bagus,5,pokok bagus,positif
pokok nya baguss,5,pokok bagus,positif
semoga semakin sukses di dalam melayani dan semakin baik,5,moga makin sukses layan makin baik,positif
gojek bnyk penipuannya y skrng,1,gojek banyak tipu sekarang,negatif
aplikasinya sekarang ndak sip,2,aplikasi sekarang ndak sip,negatif
entahlah kalo mulai mendung para driver pilih2 penumpang,1,entah kalau mulai mendung driver pilih tumpang,negatif
"kesan pertama mengecewakan, dikasih promo tapi dapet driver yang aneh, pertama abangnya gak jalan2 dan kedua juga sama, tunggu lama gak jalan juga dan baru driver ke 3 tanpa promo drivernya baru reapon cepet dan langaung jalan",1,kesan pertama kecewa kasih promo driver aneh pertama abang tidak jalan dua sama tunggu lama tidak jalan baru driver tanpa promo driver baru reapon cepat langaung jalan,negatif
bagus nganterin saya 🙋kapan saja,5,bagus nganterin kapan,positif
mana no customer service gojek driver nya?,1,mana no customer service gojek driver,negatif
pelayanan bagus👍🏻🙂,5,layan bagus,positif
"banyak promo, mantapppp🔥",5,banyak promo mantap,positif
drivernya Ndak sopan karna motornya hampir nyeruduk pintu kaca apotek.,1,driver ndak sopan motor hampir nyeruduk pintu kaca apotek,negatif
gajelas driver pilih pilih banget aplikasi gj hapus dri playstore aj,1,gajelas driver pilih pilih banget aplikasi gj hapus playstore aj,negatif
"good aplikasi, rekomendasi untuk yang mau berpergian",5,good aplikasi rekomendasi mau pergi,positif
terimakasih Sampai tepat waktu,5,terimakasih tepat waktu,positif
pelayan aman sopan,5,layan aman sopan,positif
Bagus dan cepat saat memesan gojek dan prosesnya tidak lama,5,bagus cepat mes gojek proses tidak lama,positif
"kenaoa aplukasunya dibuka lelet banget serink blank putih,padahal saya sering banget pakai gojek",3,kenaoa aplukasunya buka lambat banget serink blank putih padahal sering banget pakai gojek,netral
sangat membantu disaat saat yg mendedak,5,sangat bantu saat dedak,positif
aplikasi terbaik dan terbagus,5,aplikasi baik bagus,positif
"driver gojeknya kurang ajar, numpang berteduh di depan rmh orang tp motornya di naikin sampe hampir nyeruduk pintu rmh, di kasi tau baik2 malah nyolot. gimana sih ini gojek milih driver tp TDK sopan.",1,driver gojek kurang ajar numpang teduh depan rmh orang motor naikin sampe hampir nyeruduk pintu rmh kasi tau baik malah nyolot bagaimana gojek milih driver tidak sopan,negatif
Mantap...,5,mantap,positif
"ini aplikasi gocar saya ko gk bisa dipakai kenapa saldo saya masih banyak,, pengen ngamuk saya kalau gini, semakin error aja ini",5,aplikasi gocar ko tidak pakai saldo banyak ken ngamuk kalau gin makin error,positif
"Murah,cocok buat berangkat kerja",5,murah cocok buat berangkat kerja,positif
"Solusi terbaik,untuk menghemat waktu",4,solusi baik hemat waktu,positif
bagus aplikasinya lancar buat transportasi luar maupun dalam kota.,5,bagus aplikasi lancar buat transportasi luar maupun kota,positif
Bagus banget cepat,5,bagus banget cepat,positif
BESSSSSTTTTT,5,besstt,positif
ya gitu deh,5,gitu,positif
sagat bagus dan membantu,5,sagat bagus bantu,positif
"order driver lama,kalo sekalinya dapet,jaraknya jauh,sama drivernya juga suka nge cancle,karna dari aplikasinya.",3,order driver lama kalau sekali jarak jauh sama driver suka nge cancle aplikasi,netral
terbantu sangat 1.untuk perantauan seperti saya terkadang jalan yang saya ga tau jadi tau 2. merasa aman ga takut kesasar 3. terbantu untuk transportasi umum bila butuh cepat dan tepat waktu,5,bantu sangat rantau terkadang jalan tidak tau jadi tau rasa aman tidak takut kesasar bantu transportasi umum bila butuh cepat tepat waktu,positif
grab lebih bagus ada fitur cod kadal Ama biawak,5,grab lebih bagus fitur cod kadal ama biawak,positif
mudah di dapat drivernya begitu juga metode pembayaran nya bisa tunai dan gopay,5,mudah driver metode bayar tunai gopay,positif
orangnya ramah enak diajak komunikasih😍😍,5,orang ramah enak ajak komunikasih,positif
dapet driver jauh terus deh.,4,driver jauh terus,positif
"Memudahkan kebutuhan kita sehari-hari, baik transportasi maupun pesan makan online",5,mudah butuh hari hari baik transportasi maupun pesan makan online,positif
"saya beli kuota, malah nga masuk, aneh bgt, padahal saya pakai kerja lo, klo mau korup jangan sama rakyat kecil,",1,beli kuota malah nga masuk aneh banget padahal pakai kerja kamu kalau mau korup jangan sama rakyat kecil,negatif
"Sangat memudahkan klo naik gojek atw gocar,cm klo anak saya mau brgkt sklh pg,knp GK ada yg mau order ya,apa ongkos nya murah.saran saya klo anak sklh pergi pg,tlg dong di respon,jd anak saya GK bolos lg.",5,sangat mudah kalau naik gojek atw gocar cm kalau anak mau brgkt sklh pg tidak mau order apa ongkos murah saran kalau anak sklh pergi pg respon jadi anak tidak bolos,positif
Pelayan & respon mantaps,5,layan respon mantaps,positif
"driver pada males, pilih² orderan. kalo trip deket ga ada yang mau ambil",1,driver males pilih order kalau trip deket tidak mau ambil,negatif
"login akun dan memetakan lokasi lama untuk penguna baru. bisa 10menit+. alasan jaringan ngak ada, padahal bagus lancar",1,login akun meta lokasi lama penguna baru menit alas jaring tidak padahal bagus lancar,negatif
"tengah malem laper susah nyari driver, sampe tokona tutup-_-",1,tengah malem laper susah nyari driver sampe tokona tutup,negatif
Nice aplication easy for Journey,5,nice aplication easy for journey,positif
app status Mitra rasa karyawan kebijakannya sangat jelek,1,app status mitra rasa karyawan bijak sangat jelek,negatif
"payah susah dapet driver giliran dapet di cancel lagi mau ngirim barang susah bener bayar pake gopay gak bisa knp jadi banyak amat masalahnya akhir"" ini",2,payah susah driver gilir cancel mau ngirim barang susah benar bayar pake gopay tidak jadi banyak masalah akhir,negatif
sangat suport nyaman dan aman,5,sangat suport nyaman aman,positif
layanan cepat dan mudah,5,layan cepat mudah,positif
aplikasi masa kini yang sangat membantu,5,aplikasi masa kini sangat bantu,positif
mantap pokoknya,5,mantap pokok,positif
byk GOCAR SERING MENYETUJUI tp tdk merespon chat dan tdk datang,1,banyak gocar sering tuju tidak merespon chat tidak datang,negatif
Pokonya bagi saya pengguna Apknya bagus deh....,5,poko guna apknya bagus,positif
Rating bagus tapi jadi yang paling sering dirugikan gojek.,1,rating bagus jadi paling sering rugi gojek,negatif
"sy pesan makanan dekat rumah tp malah drivernya ambil pesanan saya trus terima orderan lain dan itu lokasinya di Pallangga jauh dari lokasi saya di sungguminasa. mana drivernya gabisa dihubungi, anak saya sampe udah kambuh maagnya nungguin muntah-muntah dia, dan pesanan jg gabisa dibatalin terpaksa pesan dua kali tp bayarnya dua juga",1,pesan makan dekat rumah malah driver ambil pesan terus terima order lokasi pallangga jauh lokasi sungguminasa mana driver tidak hubung anak sampe kambuh maagnya nungguin muntah muntah pesan tidak dibatalin paksa pesan kali bayar,negatif
Aplikasi penagih hutang,1,aplikasi tagih hutang,negatif
Baik.,5,baik,positif
"enak, murah, bisa paylater juga😍👍🏻",5,enak murah paylater,positif
bisa diandalin saat keburu-buru,5,diandalin keburu buru,positif
"untuk anter sekolah anak driver jemput perjalanan 9 menit,sesek ngak tu... mau cancel kasihan nunggu kelamaan. apa ngak ada driver terdekat wooii...gojek",4,anter sekolah anak driver jemput jalan menit sek tidak tu mau cancel kasihan nunggu lama apa tidak driver dekat wooii gojek,positif
sngat membantu,5,sangat bantu,positif
"ngga ngerti lagi sama ini apk lelet bgt, udh pake harga yg paling mahal tapi ga dapet driver🥰🥰",1,tidak ngerti sama aplikasi lambat banget pake harga paling mahal tidak driver,negatif
kenapa sekarang pesen Go Ride itu lama banget gak ada yg ngambil pesenan yah... bayar dah normal kadang ngasih tip juga,2,sekarang sen go ride lama banget tidak ngambil sen yah bayar dah normal kadang ngasih tip,negatif
SEMAKIN MAHAL dan TIDAK REKOMEN 🥵,1,makin mahal tidak rekomen,negatif
lama dapet driver telat mulu anjjggg,1,lama driver telat mulu anjjgg,negatif
"pesanan lama, pas dapet driver posisi jauh , gojek udah bodoh",1,pesan lama pas driver posisi jauh gojek bodoh,negatif
makin sulit cari driver perbaikin dong sistem nya kasian user yang jadi korban,1,makin sulit cari driver perbaikin sistem kasi user jadi korban,negatif
"lelet banget bikin sya telat sekolah,udh di booking dr awal waktu aja masi gada yg bsa d dapet",1,lambat banget bikin telat sekolah booking awal waktu gada,negatif
susah dapet gojeknya,3,susah gojek,netral
"sekarang nyari driver susah, pada ga MW ambil",3,sekarang nyari driver susah tidak mw ambil,netral
tolong banget nih kak goride hemat tolong cepetin pencarian driver nya mak,5,banget nih kak goride hemat cepetin cari driver mak,positif
mempercepat perjalanan apabila dibutuhkan,5,cepat jalan apabila butuh,positif
"selalu susah dan tidak dapat driver kalo pagi pagi order, padahal pagi itu jam jam rawan anak mau berangkat sekolah... sekelas gojek ga ada yang bersedia",1,selalu susah tidak driver kalau pagi pagi order padahal pagi jam jam rawan anak mau berangkat sekolah kelas gojek tidak sedia,negatif
tolong lah gojek jangan rakus akhir akhir ini driver jadi makin jauh dapet lokasi saya tau maksud fitur yang baru yang tambah 3000 untuk cari driver lokasi dekat tapi bukan begini,1,gojek jangan rakus akhir akhir driver jadi makin jauh lokasi tau maksud fitur baru tambah cari driver lokasi dekat bukan begini,negatif
menyenangkan....,5,senang,positif
"susah sekali dpt gojek, sudah pakai yg paling mahal pun ditolak, 30 menit nungguinnya.",3,susah sekali gojek pakai paling mahal tolak menit nungguinnya,netral
ini kenapa ya saldo kepotong 72.000 padahal order gocar gak dapat??? sudah yang kedua kalinya nihhh kacauuuu!!,4,saldo potong padahal order gocar tidak dua kali nihh kacauu,positif
"hati2 para pelanggan, saya memakai app ini sdh sgt lama dan hr ini sy sgt kecewa krn 3 hari lalu sy memesan makanan tp 2 item oleh resto di bilang abis, bgtu makanan tiba sy byr driver lgsg tancap gas tanpa memberi sy uang kembalian dan lngsung di end chat. sy buat laporan hingga 3 hr bertele2 di minta foto berulang kali n di blg gk bs lapor sth 24 jam pdhl sy lapor saat itu jg tp pihak gojek yg sengaja meresponnya keesokan hari. Hati2 aja para pengguna app gojek jika beli makanan.",1,hati langgan pakai app sangat lama hr sangat kecewa hari lalu mes makan item resto bilang habis bgtu makan tiba byr driver lgsg tancap gas tanpa beri uang kembali lngsung end chat buat lapor hingga hr tele minta foto ulang kali blg tidak lapor sth jam padahal lapor pihak gojek sengaja meresponnya esok hari hati guna app gojek beli makan,negatif
"APK OJEK MAKIN GOBLOKKKKKK, GADA BAGUSNYA KNTL",1,aplikasi ojek makin goblokk gada bagus kntl,negatif
driver nya pilih pilih,2,driver pilih pilih,negatif
"bnyak driver nakal,, diapliksi tulisnya 12rbu glirn byar mintanya 30rbu.hati"" klo plat beda dgn nmor yg trcntum diaplksi jgn mau.hnya modus.",1,bnyak driver nakal diapliksi tulis rbu glirn byar minta rbu hati kalau plat beda nmor trcntum diaplksi jangan mau hnya modus,negatif
great app,5,great app,positif
cs layanan nya jelek ga member solusi,1,customer service layan jelek tidak member solusi,negatif
Bagus banget aplikasinya🥺,5,bagus banget aplikasi,positif
Mulai bosok 🤣,1,mulai bosok,negatif
segala sesuatu menjadi lebih mudah,5,segala jadi lebih mudah,positif
"bagus applikasi nya cuman buat gofood banyakin voucher gratis ongkir, untuk transaksi under 20 ribu dong 🙏🏻",4,bagus applikasi cuman buat gofood banyakin voucher gratis ongkir transaksi under ribu,positif
"yaoooooo berguna banget buat aku yang suka mageran ini, pelayanan nya juga oke2",5,yaoo guna banget buat suka mageran layan oke,positif
"Selama 10 Tahun Pake Gojek, Baru Sebulan ini merasa SANGAT KECEWA. 1. Argo Selangit tapi buat dapet Driver Lamanya minta ampun; sekalinya dapet Jauh, nunggu lagi; 2. Order Gofood juga susah buat dapet driver, harus nunggu 30-45 menit baru bisa cancel.. Itupun belum tentu dapet driver. Sekalinya dapet, mesti nunggu lagi makanan untuk dibuat; 3. Dari dulu kalo Hujan Lelet. Gojek Gak Menghargai Customer kalo begini caranya!!",1,lama tahun pake gojek baru bulan rasa sangat kecewa argo langit buat driver lama minta ampun sekali jauh nunggu order gofood susah buat driver nunggu menit baru cancel itu belum driver sekali mesti nunggu makan buat dulu kalau hujan lambat gojek tidak harga customer kalau begini cara,negatif
MANTAAAAAP 👍,5,mantaap,positif
tolong di perbaiki LG susah dapat driver Skali nya dapat lama jadi kesel,2,baik susah driver skali lama jadi kesel,negatif
Putar-putar cari driver pembayaran tunai,1,putar putar cari driver bayar tunai,negatif
"u've to download it😙 update 30 Maret 2026, skrg pesan gofood mencari driver LAMAAA BANGET. itu tuh kenapa??? saya di fnb jg gitu, pesanan lama di pick up dan berujung cancel. toko rugi, buang waktu customer nunggu makanan.",5,ve to download it update maret sekarang pesan gofood cari driver lamaa banget tuh fnb gitu pesan lama pick up ujung cancel toko rugi buang waktu customer nunggu makan,positif
"lemot cari driver keburu asam lambung ,aplikasi nya yg lemot",1,lambat cari driver keburu asam lambung aplikasi lambat,negatif
smua baguss,5,smua bagus,positif
"tolong bilangin gojek daerah Dawuan Karawang, ga usah blagu kalo dpt order 10k, nnti anyep koar2.",1,bilangin gojek daerah dawuan karawang tidak usah blagu kalau order nnti anyep koar,negatif
susah bgt dapet driver pdhl lokasinya driver nya pada deket bgt tapi susah bgt,4,susah banget driver padahal lokasi driver deket banget susah banget,positif
"pesan gofood sdh hampir 1jam tiba² restonya membatalkan pesanan,supeer² kecewa berat sama restonya knpa GK dari awal kasih info,bagusnya kasih bintang 1 resto macam itu",2,pesan gofood hampir jam tiba restonya batal pesan supeer kecewa berat sama restonya knpa tidak awal kasih info bagus kasih bintang resto macam,negatif
Satu aja dulu klw bagus kasih bintang 7 puyer Go-Jek lemot perbaikin LG,1,satu dulu klw bagus kasih bintang puyer go jek lambat perbaikin,negatif
tolong perbaiki lagi aplikasinya sama supir nya mobil ga bergerak-gerak terus,1,baik aplikasi sama supir mobil tidak gerak gerak terus,negatif
"makin hari makin susah dapat driver, mana markup harga tinggi",2,makin hari makin susah driver mana markup harga tinggi,negatif
resto nya banyak.yang bermasalah dalam konfirmasi dan penutupan makanan habis ..di tambah lagi driver nya sulit dapat ..kalau argo murah ...ini menyulitkan konsumen yang sedang butuh ..kalau begini bukan serba gapang tapi serba susah..jika begini terus kedepan nya saya rasak bakal rusak pelayanan gojek ini,1,resto banyak masalah konfirmasi tutup makan habis tambah driver sulit kalau argo murah sulit konsumen sedang butuh kalau begini bukan serba gapang serba susah begini terus depan rasak bakal rusak layan gojek,negatif
memudahkan dlm transportasi darat,5,mudah dlm transportasi darat,positif
cocok,5,cocok,positif
"driver nya pilih pilih, g mau kalau pesen dari aplikasi maunya langsung Carter dn harga ny lebih mahal dari harga apk",1,driver pilih pilih tidak mau kalau sen aplikasi mau langsung carter dn harga ny lebih mahal harga aplikasi,negatif
bagusss terima kasih,4,bagus terima kasih,positif
bagus dan yama,5,bagus yama,positif
Sangat membantu aktivitas perjalanan saya,5,sangat bantu aktivitas jalan,positif
"jadwal selalu nd sesuai aplikasi,kadang di aplikasi jam 20:10 bakal dianterin eh malah nunggu sejam an,kadang disuru cencel sm apk ny",1,jadwal selalu nd sesuai aplikasi kadang aplikasi jam bakal dianterin eh malah nunggu jam an kadang disuru cencel sama aplikasi ny,negatif
"titik pengantaran tidak sesuai padahal gps saya aktif, jadinya saya berantem sama abg gojeknya, saya pesan dari rumah malah d antarnya ketempat lain",1,titik antar tidak sesuai padahal gps aktif jadi antem sama abg gojek pesan rumah malah antar tempat,negatif
"saya pesen gofood,tapi malah kaga dapet driver pengantarnya dan disuruh nunggu keterlambatan lamaa bgtt😡",1,sen gofood malah tidak driver antar suruh nunggu lambat lamaa bgtt,negatif
bersih sopan cepat,5,bersih sopan cepat,positif
selalu dapet driver yg gasopan,1,selalu driver gasopan,negatif
lelet lelet lelet lelet lelet lelet selalu kaya gitu,2,lambat lambat lambat lambat lambat lambat selalu kaya gitu,negatif
"penyelesaian masalah kaalian sampah, tanggapan CS kalian lebih sampah",1,selesai masalah kaalian sampah tanggap customer service kalian lebih sampah,negatif
memudahkan segalanya,5,mudah segala,positif
nyaman aja sama gojek,5,nyaman sama gojek,positif
Puasssssss,5,puass,positif
udh lama pake gojek dan gopay bahkan transaksi bulanan bisa sampe 12juta tapi kalo nyari driver harus nunggu sampe 1jam lebih dan banyak vitur yang ga bisa di akses kaya gopay pinjam dan gopayletter juga gabisa huh,1,lama pake gojek gopay bahkan transaksi bulan sampe juta kalau nyari driver nunggu sampe jam lebih banyak vitur tidak akses kaya gopay pinjam gopayletter tidak huh,negatif
kasih bintang 5 biar si baca..makin kesini tarif ongkir gofood makin ngsak ngotak.. cuma beberapa km aja ongkirnya bisa SE mahal itu..di jarak yg tinggal nyebrang doang..misalnya antar lounge 78 ke kantor pajak..bisa 43 ribu..,5,kasih bintang si baca makin kesini tarif ongkir gofood makin ngsak ngotak cuma beberapa kamu ongkirnya se mahal jarak tinggal nyebrang doang misal antar lounge kantor pajak ribu,positif
sangat mengecewakan aplikasi hanya bisa chat balik saat pesanan diterima tidak lengkap driver tidak dapat di telepon kembali,1,sangat kecewa aplikasi chat balik pesan terima tidak lengkap driver tidak telepon,negatif
"langganan gojek plus udah kebayar dan kepotong 2x malah tapi tetep gabisa dan error, aneh",1,langgan gojek plus bayar potong malah tetep tidak error aneh,negatif
asik banget semenjak dowload gojek,5,asik banget semenjak dowload gojek,positif
kecewa kalo musim hujan driver susah apa lg argo murahbanyk drama driver nya,1,kecewa kalau musim hujan driver susah apa argo murahbanyk drama driver,negatif
"ole sih, tapi skrng knp jadi mahal bgt mana lama lg",5,ole sekarang jadi mahal banget mana lama,positif
kenapa ya kalau cuaca mendung cari driver susah nya setengah mati apalagi pas pesen makanan nunggu sampai 2 jam tu tolong aplikasi gojek nya di pebarui atau kekmana supaya pelanggan puas,1,kalau cuaca mendung cari driver susah tengah mati pas sen makan nunggu jam tu aplikasi gojek baru kekmana langgan puas,negatif
"sekarang makin susah nyari driver, jelek pemcariannyq padahal disekitar lokasi banyak, diperbaiki lah",2,sekarang makin susah nyari driver jelek pemcariannyq padahal sekitar lokasi banyak baik,negatif
sangat membantu di saat membutuhkan,5,sangat bantu butuh,positif
"Makin kesini makin busuk, goride gocar dapat driver nya lama meskipun sudah prioritas sama gofood pun juga lama",1,makin kesini makin busuk goride gocar driver lama meski prioritas sama gofood lama,negatif
"sering kelamaan buat dapat driver untuk gofood,jelek gak ky dulu gercep.",1,sering lama buat driver gofood jelek tidak ky dulu gercep,negatif
teruji lah,5,uji,positif
aplikator kikir tolong di perbaiki sistem nya saya dapet driver susah karena aplikator nya kikir,1,aplikator kikir baik sistem driver susah aplikator kikir,negatif
gjls bgt g bisa login,1,gjls banget tidak login,negatif
"lama banget cari drivernya padahal rating ku juga bagus, trs kalo pesen gofood cari drivernya juga lama banget, udah dapet drivernya ehh sama yg punya resto tiba tiba dibatalin gitu aja harusnya kasih masukan buat para resto kalo tiba"" cancel"" aja gaada konfirmasi dikenakan sangsi biar kita para customer gak harus buang waktu",2,lama banget cari driver padahal rating ku bagus terus kalau sen gofood cari driver lama banget driver ehh sama punya resto tiba tiba dibatalin gitu harus kasih masuk buat resto kalau tiba cancel tidak konfirmasi kena sangsi customer tidak buang waktu,negatif
gojek nipaling oke,5,gojek nipaling oke,positif
deket cuman 1km pasang tarif 30k pindah ke grab aja deh udah muak sama gojek,1,deket cuman kamu pasang tarif pindah grab muak sama gojek,negatif
"sudah pesan GoFood, disuruh nunggu 30 menit, smpe 3 jam nggk kekirim"", penipu..",1,pesan gofood suruh nunggu menit smpe jam nggk kirim tipu,negatif
"mau ambil barang pake go send, pesen Uda 1 jam tapi ga dapet2,,paraaaaaaah",2,mau ambil barang pake go send sen uda jam tidak paraah,negatif
Sekarang tidak bisa tracking drivernya,1,sekarang tidak tracking driver,negatif
membantu 👍,5,bantu,positif
pelayanan lama,1,layan lama,negatif
"drivernya sering mogok kerja ga mau ambil orderan, cari driver susah bgt pdhl genting gada transportasi",1,driver sering mogok kerja tidak mau ambil order cari driver susah banget padahal genting gada transportasi,negatif
memuas kan,4,muas kan,positif
susah dapat driver skrng,1,susah driver sekarang,negatif
seringgg susah dapet driver & kenapaa goride hematnyaa dihilangkan,2,seringg susah driver kenapaa goride hematnyaa hilang,negatif
"LAMAAA BGTTTT LELEETTTT, YAAMPUN GUA GOPUD NUNGGU HAMPIR 2 JAM",1,lamaa bgtt leleett yaampun gopud nunggu hampir jam,negatif
susah nyari driver padahal masi sore,1,susah nyari driver padahal sore,negatif
Pelayanan aman dan ramah,5,layan aman ramah,positif
tarifnya tambah mahal,3,tarif tambah mahal,netral
gojek apk pembohong masa iya jarak dekat cuman muter2 gax jelas,1,gojek aplikasi bohong masa iya jarak dekat cuman muter gax jelas,negatif
makin lemot. berkali kali order berkali kali pula GK dapat kendaraan.,2,makin lambat kali kali order kali kali tidak kendara,negatif
"gojek kenapa dah sekarang lelet banget, gofood bisa lama banget berasa pake yang hemat padahal pake express dengan alasan antri dll. nyatanya sampe rumah makanan dah dingin 😭",4,gojek dah sekarang lambat banget gofood lama banget asa pake hemat padahal pake express alas antri nyata sampe rumah makan dah dingin,positif
"Ribet nyari driver pake ada ""pencarian prioritas"" harus bayar lebih, kalau gak pake ini gak dapat-dapat driver.",2,ribet nyari driver pake cari prioritas bayar lebih kalau tidak pake tidak driver,negatif
"Thank youuuu Gojek, dimana ada saya disitu ada gojek selalu standby Sukses selamanya.",5,thank youu gojek situ gojek selalu standby sukses lama,positif
"entah kenapa akhir2 ini susah dapat driver, go ride go food gak dapat driver males banget",1,entah akhir susah driver go ride go food tidak driver males banget,negatif
saya percaya gojek,5,percaya gojek,positif
"tidak membantu, tidak membuat lebih cepat jg, sistem gojek emang sangat sangat buruk, terburuk !!",1,tidak bantu tidak buat lebih cepat sistem gojek memang sangat sangat buruk buruk,negatif
"gak jelas, sinyal msih full tp pas mau pesen eror mulu tulisannya gak ada sinyal², padahal kuota masih banyak bisa buat sosmed lancar",1,tidak jelas sinyal msih full pas mau sen error mulu tulis tidak sinyal padahal kuota banyak buat sosmed lancar,negatif
mantap belum pernah kecewa pake app ojek online ini,5,mantap belum pernah kecewa pake app ojek online,positif
"lelet, mahall di aplikasi pdahal udah tertera harganya sekian tapi ngeyel minta tambah mana minta tambah e GK kira"" lagi KLO engga kepaksa mana mau saya pesen di gojek ini",1,lambat mahall aplikasi pdahal tera harga sekian ngeyel minta tambah mana minta tambah tidak kira kalau engga paksa mana mau sen gojek,negatif
"gw bingung kasih bintangnya. setiap hujan pada pemalas, kalau misal hujan 2 harian full berarti libur dadakan ya ojeknya? nolak rezeki banget ya?",1,bingung kasih bintang hujan malas kalau misal hujan hari full arti libur dada ojek nolak rezeki banget,negatif
layan go green sm saya tidak muncul kenapa?,3,layan go green sama tidak muncul,netral
tolong kecepatan untuk memperoleh driver diperluas karena saya sering kesulitan order goofood tapi kelamaan nunggu dapat driver dan akhirnya saya cancel percuma driver banyak tapi stay di 1 tempat yang rame saja outlet lain kesulitan dapat driver,1,cepat oleh driver luas sering sulit order goofood lama nunggu driver akhir cancel percuma driver banyak stay tempat rame outlet sulit driver,negatif
semoga semakin jaya dan drivernya baik tidak boong in orang,5,moga makin jaya driver baik tidak boong in orang,positif
lebih praktis kalau ada gojek,5,lebih praktis kalau gojek,positif
ini aku gak tau ya permasalahannya dari mana entah dari drivernya apa app nya ini drivernya dari tadi cuma stay di tempat gk ada pergerakan sama sekali tolong dong ditegaskan lagi ini nunggu drivernya sudah cukup lama ya driver dari tadi gk gerak sama sekali!!!,2,tidak tau masalah mana entah driver apa app driver tadi cuma stay tempat tidak gera sama sekali tegas nunggu driver cukup lama driver tadi tidak gerak sama sekali,negatif
