review,rating,date,thumbsUpCount,reviewCreatedVersion
susah bngt cari driver,1,2026-03-15 20:28:55,0,5.52.1
pada saat kondisi hujan pasti sulit sekali mendapatkan gojek,4,2026-03-15 20:21:15,0,5.52.1
makin kesini makin sulit menemukan driver padahal di gambar maps aplikasi ada tapi gak nyangkut nyangkut heran saya,1,2026-03-15 20:20:10,4,5.52.1
terlalu lama,3,2026-03-15 20:16:20,0,
"Susah dapat driver, udah nunggu lama",1,2026-03-15 20:13:33,0,5.52.1
aplikasi ga guna cari driver terdekat gak bisa kintil kintil,1,2026-03-15 20:07:04,0,5.52.1
"payahh gak bisa diandalkan.. giliran butuh, aplikasinya eror, driver full, anehh.. padahal driver2 pada nongkrong",1,2026-03-15 19:57:50,0,5.52.1
"nyaman bgt,pelayanannnyapun okee bgt ,sangat bertanggung jawanb ketika pesan gofood tapi datangnya berbeda,gofood langsung gercep atasi dan mengembalikan dana nya ,super super bagus bgt pelayanannya,mauu setia trs di gojekkkl",5,2026-03-15 19:57:01,0,
mesan go sen pun lama klii sdh sugih smua kah ftivernya ni butuk skli tdi sdh dpt malah di batalin 2x ga jls bgtt,1,2026-03-15 19:56:34,0,5.52.1
"Driver nya profesional dalam bekerja,sopan & ramah.",5,2026-03-15 19:52:42,0,5.52.1
saran buat apl gojek. mending hapus aja fitur gojek go hemat.. yg tarif 6500 .. saya sudah beberapa coba pesan.. selalu dapat ojol yang jauh.. ojol jarak dekat tidak mau ambil pesanan saya.. kasihan kalau dapat ojol yg jauh..,1,2026-03-15 19:39:50,0,5.49.1
"dri dulu emg selalu pke gojek tpi knpa akhir"" inii klo mesen GoCar/GoRide mesti selalu lama dan sekalinya dapet mesti yang jauh padahal banyak driver yang deket dri lokasi kita, dan kalau pesan gofood kenapa dapet driver nya lama bnget bisa sampai sejam lebih malah, smoga aja kedepannya gada seperti ini lagi.",5,2026-03-15 19:37:38,0,5.52.1
driver nya ramah,5,2026-03-15 19:33:48,0,5.52.1
tingkatkan lg pelayanannya,2,2026-03-15 19:31:58,0,5.52.1
gojek nya sedang mudik jadi susah cari driver,2,2026-03-15 19:29:05,1,5.52.1
"aplikasi aneh,udh melakukan pemesanan Gofood 3 kali malah drivernya sibuk, udah nungguin 4jam lebih buat pesan Gofood",1,2026-03-15 19:29:02,0,5.52.1
mudah kalo mau makan,5,2026-03-15 19:25:20,0,5.42.1
sangat the bast,5,2026-03-15 19:24:34,0,5.52.1
aplikasi super b keren,5,2026-03-15 19:23:21,0,
"sistem DAJAL! Dzolim kalian! Disuruh nunggu makanan akan dibuat ketika datang driver, drivernya ga datang makanan saya ga dtg juga?! Tolong jangan persulit konsumen dan driver! Buat sistem yang ADIL, atau akan ada yang Meng-ADILI kalian suatu saat nanti dengan caraNYA.",1,2026-03-15 19:23:20,0,5.52.1
"ketika saya lagi buru2, susah sekali dapat driver. Ada voucher tapi malah jadi driver nya gamau kalo pake voucher",2,2026-03-15 19:17:49,1,5.52.1
Banyakin promo promo lagi lahh,5,2026-03-15 19:10:24,0,5.52.1
sekarang cari driver susah... kalau gak ada orderan pada gresulo...sekalinya ada pada gak mau ambil...sombong amat,2,2026-03-15 19:09:36,0,5.52.1
"lama dapet drivernya -,",1,2026-03-15 19:08:22,0,5.52.1
"aplikasi makin kesni makin gak jls, pesen makanan masa nunggu dapat drever 1 jam.keburu mati yg order, lagian orderan juga gampang bukan yg ribet.perbaiki",1,2026-03-15 19:04:58,1,5.51.1
cepat singkat padat,5,2026-03-15 19:04:50,0,5.52.1
"sulit untuk mendapatkan driver,",1,2026-03-15 19:02:59,0,5.52.1
saya pake gojek buat pesen gofood 2 kali semua makanan diambil dan dibatalin sama driver. jahat banget,1,2026-03-15 19:02:29,0,5.52.1
aplikasi cacat susah dapet driver,1,2026-03-15 19:02:16,0,5.52.1
mantapppp!!!,5,2026-03-15 19:01:08,0,5.52.1
"makin lama makin susah dapet driver, mana batalinnya harus nunggu lama banget",1,2026-03-15 18:55:57,0,5.52.1
dapet drivernya lama bangett,1,2026-03-15 18:53:03,0,5.52.1
lama mahal lagi jelek bgt mending maxim murah cepet lgi nyautnya 👎👎👎,1,2026-03-15 18:52:49,0,5.50.1
selalu nolak driver nya padahal lumayan 30rb ke atas,1,2026-03-15 18:51:48,0,5.52.1
fun drive,5,2026-03-15 18:49:06,0,5.52.1
DRIVER GOJEK PADA SOK GAMAU AMBIL ARGO DEKET MENTANG² MASIH DIBAWAH 20rb.. GILIRAN SEPI DAN SEGALA MACEM NYA AJA NGELUH MULU.. UDAH 3× DAPET DRIVER DITOLAK MULU PADAHAL JARAK NYA DEKET..,1,2026-03-15 18:44:19,0,
cepat tanggap ramah,5,2026-03-15 18:41:51,0,5.52.1
kurang baik karena sudah dibtituk lokasih malah di kensel udh tunggu lama lama,2,2026-03-15 18:40:38,0,5.52.1
"saya mesen 1, yg ke pesan 2 driver",1,2026-03-15 18:40:13,0,
2 jam nunggu bayar pake gopay ga dapat driver kecewa,1,2026-03-15 18:36:45,0,5.52.1
mahal banget,3,2026-03-15 18:33:10,0,5.52.1
makin kemarin makin lemot ini apk,1,2026-03-15 18:33:06,0,5.50.1
"aplikasi kurang memuaskan, dapet driver lama pas udah dapet ditolak driver. udah pakai pencarian cepat tetep aja lama, pft",2,2026-03-15 18:30:12,0,5.52.1
"jujur gak ngerti, performanya sekarang jelek bgt kyk monyet🤣 hampir sepuluh tahun pake gojek, baru kali ini sih kecewa bgt. pesen gofood, sampe sejam setengah gak dpt driver. pas dpt malah dicancel, ngechat cs buat dibatalin katanya gak bisa. tlg diperbaikin lagi sikap drivernya.",1,2026-03-15 18:29:50,0,
aplikasi dan drivernya komunikatif. suka pake gojek,5,2026-03-15 18:28:07,0,5.47.1
daerah ku belum bisa ...humm,4,2026-03-15 18:26:11,0,
Promonyaaa banyak,5,2026-03-15 18:24:14,0,5.52.1
"driver nya sombong semua, selalu gak mau Nerima orderan padahal saya juga rela nungguin sampe telat",1,2026-03-15 18:22:32,0,
👍👌,5,2026-03-15 18:21:48,0,5.52.1
"Saya sulit sekali mendapatkan driver karena selalu dicancel setiap kali saya order (saya pernah dicancel 7x berturut), padahal saya sudah menggunakan tarif standard bukan hemat. Setiap kali saya ingin menggunakan GoRide, saya tidak pernah mendapatkan driver sekalipun karena selalu dibatalkan. Kemudian saya tidak bisa menghubungi CS karena kendala ini, dikarenakan selalu dialihkan ke close ended question dan balasan AI. Akhirnya saya memutuskan untuk berhenti menggunakan app ini",1,2026-03-15 18:15:42,0,
kalo lagi hujan driver car pada gamau ngambil,1,2026-03-15 18:13:27,0,5.52.1
susah dapet driver kalo g langganan dasar kapitalis,1,2026-03-15 18:12:33,0,5.52.1
"LAMA kalo nyari driver gofood lama nya minta ampun, pdhl org udh kelaparan",1,2026-03-15 18:08:32,0,
cari driver susah sekalinya dapet malah dicancel,3,2026-03-15 18:03:57,0,5.52.1
"DRIVER KEBANYAKAN NGELUH, JARAK PENJEMPUTAN JAUH DIKIT LGSG DI BATALIN!!!!",1,2026-03-15 18:02:14,0,5.52.1
"gila sih, nunggu makanan udah 2 jam dan masih ngga dapet driver. untung masih bisa dibatalin, minta tolong evaluasi buat apk ini biar bisa lebih baik, krn akhir' ini juga dapet driver susah bgt.",3,2026-03-15 18:01:47,0,
makin mahal gajelas. udah mah drivernya beda kualitas sama dulu. sampah lah. kalo mahal lari ke driver sih oke. ini mah ke kantor,1,2026-03-15 18:00:44,0,5.52.1
"No dark mode, and that is hurting my eyes.",1,2026-03-15 17:58:39,0,5.52.1
"Bad banget anjir ini banyak banget sistem yang eror kadang nyari driver nya aja susah nya minta ampun ini saya udah hampir 2 jam kagak dapet"" padahal temen"" saya yang baru pesen langsung dapet driver",1,2026-03-15 17:56:25,2,5.52.1
mantap cuy,5,2026-03-15 17:48:18,0,5.52.1
"apk sial, bkin malu. kumpul sma temen mesen gofood, drivernya ga nemu-nemu smpai sejam lebih. bkin ga mood.",1,2026-03-15 17:44:32,0,5.52.1
banyak driver gocar ga niat kerja. dari aplikasi juga ga ada tindak lanjut. parah 👎🏽👎🏽👎🏽,1,2026-03-15 17:41:51,0,
Uda beberapa kali pesen goride/gofood luamaa banget dapat driver!!!! saran waktu max nunggu driver setengah jam aja supaya bisa dibatalin misal gadapat driver gofood!!! waktu nunggu 1 jam kelamaan!!!!! gini mau pesen lewat apk lain juga harus nunggu gofood dibatalain 1 jam!!!!,2,2026-03-15 17:41:34,0,5.49.1
"tolong ya, setiap saya pesan makanan selalu gak pernah dpt driver & ujung ujungnya di batalin. padahal saya udh pesen diwaktu kondisinya gak begitu rame. tapi giliran saya pesen pke hp lain, langsung dpt driver.",1,2026-03-15 17:36:19,1,5.52.1
Membantu,5,2026-03-15 17:23:28,0,
aplikasi simpel dan mudah di aplikasikan,5,2026-03-15 17:21:27,0,5.52.1
"krisis ojol, susah dapet driver. argo tinggi tapi pernah nanya ke driver ternyata potongannya bisa 6-10rb. wajar driver pilih-pilih orderan. jangan membuat kebijakan yg hanya menguntungkan aplikator. pikirkan driver²mu.. kalau driver sejahtera saya sebagai customer ga akan kasih rating aplikasi jelek seperti ini",1,2026-03-15 17:21:03,0,5.50.1
suka dikasih driver yang jauh banget dari titik penjemputan lebih dari 3 km mana pas jam macet,3,2026-03-15 17:20:50,0,5.52.1
LAMA MENUNGGU DRIVER TAPI GAABISA BATALIN,1,2026-03-15 17:18:21,0,5.52.1
"bagus , pelayanan baik",5,2026-03-15 17:12:49,0,5.52.1
"seneng banget pake aplikasi gojek ini, apalagi suka banyak promonya the best lahh",5,2026-03-15 17:08:38,0,5.52.1
kenapa sih habis di update malah jdi rusak!!! titik maps nya salah mulu gak sesuai. aneh,2,2026-03-15 16:52:47,1,5.52.1
ngelag ngeleg,1,2026-03-15 16:52:41,0,
"ini aplikasi makin ga jelas sekarang terutama gopay cs nya gak ada respon, lemot dan gak bertanggungjawab.",1,2026-03-15 16:49:01,0,5.46.2
"Sekarang gojek susah dapat driver adanya dapet jauh banget nunggunya lama, sempat lihat konten sosmed katanya merugikan baik untuk driver maupun customer 👎🏻",1,2026-03-15 16:44:45,0,5.47.1
bagus',5,2026-03-15 16:33:47,0,5.52.1
"makin k sini gojek makin ga jelas, udah 4 kali kejadian baru pilih2 menu mau lihat diskon otomatis k pesen , sampe banyak pula tanpa potongan diskon . pas d cek eror dan itu bukan d hp saya doang..d batalkan pesanan ga bisa , terlalu bertele-tele gojek",2,2026-03-15 16:30:50,1,5.52.1
"aplikasi belakangan ini jelek bgt, sinyal 5g tapi gak connect, padahal di app lain lancar",1,2026-03-15 16:26:06,2,5.52.1
"Malesnya pake gojek tuh gini, alamat ga bisa di edit. hari ini gara² masalah ini saya kena marah sama drivernya katanya ngasih alamat yg jelas...jdi saya mesen gomart,trus alamatnya krn masuk gg. saya ubah tuh nama gang dan no rumah,tpi pas udh di klik tiba² beda lg alamatnya. ga sesuai sama apa yg udh saya ubah... kesel banget, abang drivernya sempet marah² trus akhirnya saya jelasin pelan² dan saya minta maaf ke drivernya. kalo di aplikasi oren ngga pernah kaya gini.",2,2026-03-15 16:14:11,0,4.93.1
GOJEK mantap 😁👍,5,2026-03-15 16:02:44,0,5.52.1
membantu mobilitas 👍,5,2026-03-15 15:54:56,0,
trima kasih,5,2026-03-15 15:29:03,0,5.52.1
Tingkatkan terus pelayanan nya,5,2026-03-15 15:19:34,0,5.52.1
"Semoga Gojek bisa terus bertahan, dan bermanfaat untuk seluruh stake holdernya",5,2026-03-15 15:18:16,0,5.52.1
banyakin lagi promo nya,5,2026-03-15 15:16:44,0,5.52.1
the best lah,5,2026-03-15 15:00:49,0,
"aga ngeselin yah.. soalnya ada waktu itu dua/tiga kali saya pesen gojek, saya dapetnya yang orangnya jauh dari saya padahal ada yang deket di disekitar saya, itu jadi memakan waktu yang lama edit: eh sumpah ya iklan gojek ngeselin bngt tiba-tiba di paksa masuk ke aplikasinya anj",3,2026-03-15 14:40:19,4,5.49.1
satset,5,2026-03-15 14:30:21,0,5.52.1
"saya customer bayar ongkir mahal tapi ke driver nya dapat dikit.. buat apa coba potongan aplikasi sebanyak itu? kalau potongan aplikasi nya segede itu untuk karyawan kalian yang jumlah nya kebanyakan itu, lebih baik efisiensi jumlah karyawan kalian",1,2026-03-15 14:28:49,3,5.51.1
terbaik 👍,5,2026-03-15 14:07:08,0,5.52.1
mamam tu kekikiran kalian terhadap driver,1,2026-03-15 13:53:05,0,
josss....,5,2026-03-15 13:22:26,0,5.52.1
"Saya sudah komplain tahun lalu tentang bagaimana DRIVER MENOLAK PESANAN YG TELAH DIAMBIL, katanya akan diperbaiki, tapi sudah setahun tetap saja begitu, gimana ini kak gojek? Sampai sekarang masih banyak driver yg MENGAMBIL PESANAN CUSTOMOR LALU MEMBATALKANNYA BEGITU SAJA, tidak adakah tindak lanjutnya? Atau dari kak gojek sendiri sistemnya ga bagus ya? Udh setaun ga ada perubahan, lain kali kalo gamau berubah gausah bilang mengusahakan berubah kak. Makasi",1,2026-03-15 13:04:46,1,
min tolong benerin bug pesen gocarnya gw pesen gocar sekali yg muncul 2 kali tolong ya min sudah kejadian 6 kali🙏 kalo udh bener tar aku b5,3,2026-03-15 13:02:55,1,5.52.1
berbenah lah kalian,1,2026-03-15 13:01:44,0,
please dech klo drivernya bukan asli daerah yg dy jd driver. suruh baca noted pelanggan terutama untuk yg ada alamatnya y. karena terkadang google map tdk 100 persen bisa cari alamat itu.,3,2026-03-15 12:59:22,1,5.47.1
"sudah edit tujuan, ongkos nambah tapi rute ga berubah anj",1,2026-03-15 12:58:55,0,5.52.1
pelayanan ok tapi promonya di banyakin lagi,4,2026-03-15 12:28:41,0,5.52.1
puas dgn pelayanan,5,2026-03-15 12:21:31,0,5.29.2
percuma murah kalau susah dapat driver,1,2026-03-15 12:10:49,0,
"kalau ujung tombaknya driver, harusnya sejahterakan drivernya, masa cust bayar 16rbu drivernya cma dpt 7rbu doang, jahatnya mnta ampun deh, pimpinan gojek ga ada hatikah?lebih mentingin duitkah daripada manusianya?blm lgi biaya2 lain yg hrs di bayar driver, #gojekgakadahati",1,2026-03-15 11:55:17,0,5.45.1
"Aplikator kapitalis — pantes aja akhir² ini susah dapet driver, ternyata emng drivernya yang pada minggat. Keknya ni mereka (aplikator) ga pernah ngeliat driver sebagai manusia — cuman data statistik yang bisa di otak-atik algoritma supaya bisa di keruk abis-abisan hasil keringatnya. PADAHAL KAN MEREKA TUH BISA DIBILANG PARTNER! TANPA MEREKA KLEAN CUMAN JADI APLIKASI SAMPAH. Thanks untuk driver yg berani speak up, ini penting bngt supaya orang² tau cerita di balik tombol ""order"" itu.",1,2026-03-15 11:49:24,0,
"bagus, dari 2019 sampe 2026 pke aplikasi ini",5,2026-03-15 11:35:00,0,5.52.1
tolong di parbaikin sistem penjemputannya .,1,2026-03-15 11:30:37,0,5.52.1
aq suka sama gojek tapi sayang di kota saya gojek di orang dulu ada tapi sekarang tidak ada lagi,5,2026-03-15 11:28:59,0,5.52.1
selalu mudah,5,2026-03-15 11:25:08,0,
uang refund ga dikembaliin,1,2026-03-15 11:21:04,0,
dzalim,1,2026-03-15 10:57:01,0,5.52.1
mantuuul,5,2026-03-15 10:45:19,0,5.52.1
mungkin bagus,5,2026-03-15 10:25:43,0,
saldo kepotong dua ribu saat top up tanpa pemberitahuan.,1,2026-03-15 10:23:35,0,5.52.1
"Akhir-akhir ini aplikasinya sering ngeleg, dan fitur nggak bisa digunakan baik untuk memesan makanan maupun ojek",3,2026-03-15 10:13:55,0,
"susah sekali dapat driver tiap Minggu padahal aku udh order jauh² sebelum jam berangkat ,akhirNya GK jadi ke sembayang. dapat driver malah d cancel² terus ,gak ada niat kerja ?",3,2026-03-15 09:39:49,0,5.51.1
tolong dong cepet diperbaiki masa iya booking 1 jam g ada yang nyantol,3,2026-03-15 09:16:38,0,5.52.1
malah nyusahin,1,2026-03-15 09:03:14,0,5.52.1
"gua sebagai pesepeda suka ngerasa ga nyaman, karena oknum ojol (ojek online) always ngambil jalur sepeda, agar tidak macet, tapi kita tidak mau jalur sepeda dijadikan jalur pemotor, jadi saya minta ke pihak gojek untuk mengatasi hal ini, belum lagi ada pesepeda yang rela menutup jalur sepeda agar pemotor tidak bisa lewat, gua minta untuk Gojek agar disadarkan",1,2026-03-15 08:54:42,0,5.52.1
aplikasi kejam,1,2026-03-15 08:39:40,0,5.52.1
cepat dan tepat lokasinya,5,2026-03-15 07:58:00,0,5.52.1
"Ojol2nya baik, tpi pengelola usahanya jahat, kapitalisme",1,2026-03-15 07:17:14,0,5.52.1
susah dapat driver karna aplikator yg tidak sesui,2,2026-03-15 07:14:33,0,5.18.2
keren dan bagus,5,2026-03-15 07:14:00,0,
"ngasih cashback digopay g sesuai harapan,minta banding ga dilayani dengan baik dengan alasan ada tindakan mencurigakan,minimal ngasih cashback yang niat dong, terus untuk banding juga harus transparan kalau ga transparan sama aja kek kabur lari,saldo saya habis oleh cashback kalian sih. notis ga banding saya,buang buang waktuni saya demi kepastian kalian, jangan buat saya kecewa deh,saya kira aplikasi sebagus itu dan ternyata tidak(tolong ya kalau orang buat laporan atau keluhan jangan diundur )",1,2026-03-15 06:20:24,0,
bagus. .tanpa buang² waktu,5,2026-03-15 06:01:03,0,
"nyari driver kelamaan, gabisa dibatalin harus nunggu sejam an. dibatalin kasian driver udh deh hrsnya klo udh telat langsung bisa dibatalin bukannya tetep nyari",1,2026-03-15 05:44:40,0,
"sering bgt make tapi harganya mahal muluu kalo dibandingin sma punya temen yg jarang dipake, parah, gada diskon buat yg sering pake",1,2026-03-15 05:42:52,0,5.52.1
"APLIKASI TIDAK JELAS, PESAN DARI JAUH WAKTU, GILIRAN DI KOMPLAIN SURUH CANCEL MALAH DIKASIH DRIVER. ALHASIL PESAN MAKANAN TIDAK KEMAKAN KARENA WAKTU SUDAH IMSYAK",1,2026-03-15 05:41:52,0,5.52.1
"WOI GOJEK, ini pada kenapaa sihhhhhh sekarangg????? tolong sistemnya di perbaiki lagi deh, ngeliat berita tentang krisis ojol jd ga respect. tolong di benerin sistemnya kayak yang dulu dulu biar ga krisis ojol lg. Kasian Driver & Penumpang.",2,2026-03-15 05:32:20,0,
"susah cari driver dan saya jadi gagal sahur mana gabisa dibatalin lagi, terpaksa deh ga ikut puasa",1,2026-03-15 05:09:23,0,4.38.2
"tolong kalo udah ga dapet driver setengah jam tolong adain fitur batalin pesanan nya, capek2 nunggu buat sahur malah ga dapet2, dan dapet nya udah setengah jam lebih, sampai imsak baru sampai",1,2026-03-15 05:09:01,0,5.52.1
kenapa akhir-akhir ini susah dapet driver ya? saya kadang menunggu driver sampai 30 menit lebih itu pun driver nya jauh sekali,4,2026-03-15 05:08:33,0,5.52.1
"akun saya kapan aktif lagi, gak ada jawaban di email selesai selesai melulu",1,2026-03-15 05:05:28,0,5.52.1
bisa diandalkan untuk dimana saja,5,2026-03-15 04:34:52,0,5.52.1
pelayan sangat bagus,5,2026-03-15 04:32:54,0,5.52.1
sangat sulit mendapatkan pengendara ketika bulan puasa,1,2026-03-15 04:24:59,0,5.52.1
segitu dulu ya karena suka di cancel dan lama drivernya,4,2026-03-15 03:34:21,1,5.51.1
"kacau banget, udah pake ongkir yg mahal malah double order, harusnya setengah jam jadi sejam jadinya, kalo pake ongkir yg murah gapapa double order, makin parah aja lama"" ini driver gabisa ditrack, pesanan ampe dua jam, dari resto cuma 20 menit, jarak dari resto ke rumah cuma 10 menit.",1,2026-03-15 03:32:05,13,5.52.1
Aplikasi bagus enak di gunakan,5,2026-03-15 03:31:32,0,
Selama sistem nya masih kapitalis saya ga bisa kasih bintang lebih dari 1,1,2026-03-15 03:14:52,0,5.36.2
"Gojek makin hari makin aneh, jemputan jauh jauh teruss, CS aja mengeluh kan susah nya dpt driver yg aga dekt.. ga kira kira jemputan bisa lebih dr 3 KM. perbaiki lagi sistem nya",1,2026-03-15 02:48:58,6,5.44.1
"pekerja di lapangan ada yg kecapean sampe mati, yang bagian office dalam kantoran kerjanya sambil party.",1,2026-03-15 02:29:14,0,
tolong klo emang lg ada issue dengan driver cepat diselesaikan jangan buat customer jadi pindah ke moda transport yg lain,1,2026-03-15 02:21:01,1,5.52.1
"bagus, driver selalu ada dimana pun dan jam berapa pun",5,2026-03-15 02:09:32,0,5.52.1
tolong dong bug nya di perbaiki,1,2026-03-15 02:02:44,0,
mantap lanjutkan terus,5,2026-03-15 01:53:32,0,5.51.1
"app brngsk,ad ojol oderr mkanan bnyk bgt di jam 5 ,w lngsng input tujuannya biar si ojol ga lama nunggunya klo udah di proses di dapur, karna biasanya yg oder di jam segitu buat buka puasa biar customer si ojol juga ga lama nunggunya,tempat gw rame sama tamu bukber pas aga slow jm 8 w baru ngeh oderan di cancel karna ojolnya kejebak macet ,ahirnya gw claim ganti rugi ,n di tolak.alasanya Makanan masi bisa di jual!!!tot w trima tamu skali seating doang,dan tamu gw po semua,alhasil gw bayar tuh",1,2026-03-15 01:25:02,0,
"yang bener aja ,,,,nyusahin orang nih aplikasi",1,2026-03-15 01:02:23,0,5.52.1
"4 Dulu untuk aplikasi, 5 untuk para driver²nya yang berjuang mencari rupiah",4,2026-03-15 00:38:02,0,5.6.1
gojek peyanan bagus dan banyak promo bikin nyaman aplikasi gojek,5,2026-03-15 00:23:28,0,5.52.1
jelek susah cari driver nya,1,2026-03-15 00:17:23,0,5.52.1
"GOJEEK GAJELAAASSS, NYEBELIN BNGTTT.",1,2026-03-15 00:11:40,0,
bmantab saya bisa beli tiket go transit dengan krl tijet krl Jogjakarta palur bisa saya aksse tanpa harus gunakan kartru kmt lancat terus pakai gojek tapi akir akir.ini tolomg diperbaiki ya kenaeen data internT saya bagus lancat ada ganguan kensala di gojek ??perbaiikiagi,5,2026-03-15 00:07:29,0,5.52.1
soalnya saya memakai gojek terasa aman sekali,5,2026-03-14 23:57:14,0,
"kapitalis,nyusahin semua org baik driver maupun konsumen",1,2026-03-14 23:56:25,0,5.52.1
aman dan qmanah,5,2026-03-14 23:44:15,0,5.52.1
pelayanan sangat burukk semakin hari semakin buruk susah cari driver di cancel tiba tiba tarif nya naik,1,2026-03-14 23:39:29,0,5.51.1
mending maxim murah driver nya baik lagi gak kayak ini,1,2026-03-14 23:38:07,0,
"payah pokoknya payah, kacaaauu.",1,2026-03-14 23:35:59,0,
"saya selalu menggunaka gojek , dan saya sebagai coustumer baru kali ini saya merasa kecewa terhadap 1 driver ,yang menurut saya attitude kurang , dan saya selalu memberikan tip/ongkir tambahan terhadap driver yang sudah membantu saya (tanpa mereka yang meminta langsung terhadap saya). Semoga dengan saya memberikan rating satu ini Coustumer service bisa membantu saya untuk proses lebih lanjut , supaya saya bisa memberikan rating lima",1,2026-03-14 23:26:13,1,5.52.1
"sering banget susah dapet driver, sekali dapet jauh jauh",2,2026-03-14 23:24:52,0,5.52.1
"Cari driver susahhhh, aku nunggu makanan ternyata kendala di drivernyaa dan akhirnya kena cc semuaa, mau psen di app lain udh ttup dlu resto yaa, kesel banget SUMPAHHHHHH, tlglah jangan dzolim gini, bntr lagi gojek bakal ilang klo sistem ya kayak gini",1,2026-03-14 23:24:51,0,5.52.1
"tambah kacau, driver lama dapet, mau batalin gabisa",1,2026-03-14 23:22:42,0,5.52.1
suka tepat waktu lg datengnya,5,2026-03-14 23:14:54,0,5.52.1
"aplikasi tolol mahal banget, sumpah ga akan naik ini lagi bakal gua repost",1,2026-03-14 23:12:24,0,
thx bang,5,2026-03-14 23:11:58,0,5.51.1
"Nih ya buat para driver² yang amat bagus dan pinter banget , kalo misalkan gabisa jangan di terima ya , udh nunggu lama malah di cancel dan kalo mau cancel chat dlu pelanggan biar ga nunggu, kan bikin kecewa pelanggan, ini gada sama sekali chat apapun, gada basa basi sama sekali, percuma motor NMAX bintang 5 tpi ga ada ngomong ke pelanggan mau cancel, bintang 5 lo ga guna",5,2026-03-14 23:11:40,1,5.50.1
saya sangat kecewa dngn playanan supir2 diapk saran saya lakukan denda sama sopir yang tiba2 cancel tanpa alasan udh nunggu lama tiba2 cancel maksdnya apa si gajelas lama2,2,2026-03-14 23:07:15,0,
terlalu lama dn gak bisa di batalin,1,2026-03-14 22:57:07,0,5.52.1
cari drivernya lelet. makanan saya udh selesai dibuat cari drivernya susah bangt.. mana cs g bisa ngasih solusi apa apa,1,2026-03-14 22:39:38,0,5.52.1
"Susah cari driver, thank u",1,2026-03-14 22:33:46,0,5.52.1
disaat saya sakit aplikasi ini sangat membantu untuk orang seperti saya yang hidup sebatang karang😂😂,5,2026-03-14 22:08:55,0,5.52.1
gojek banyak lama ya,5,2026-03-14 22:07:48,0,5.52.1
Terlalu banyak notifikasi,2,2026-03-14 22:06:04,0,5.52.1
"Serba Ok, dech... TOP! 👍",5,2026-03-14 22:04:08,0,5.51.1
"Tahun 2021 saya sudah komen ongkir gofood sangat mahal. Sekarang tahun 2025, ongkir tambah mahal lagi. Udah harga dari merchant di mark up, ongkir mahal gak ngotak, eh ditambah biaya jasa aplikasi. udah gitu kalo hujan kacau dah. suaah banget dapet driver Dan parahnya, semua driver kalo kerja sesukahati. kalo lagi mood narik, ambil pesanan, dll. kagak ada regulasinya. begitu dikasih regulasi eeh malah demo. mau penghasilan tinggi tapi gak mau diatur, kerja sesuka hati, pelanggan gak digubris.",1,2026-03-14 21:56:59,94,5.52.1
SUSAH BANGET DAPET DRIVER,1,2026-03-14 21:55:26,0,5.52.1
"susah sekali mendapatkan driver, bahkan gofood pun lama dapat driver",1,2026-03-14 21:50:26,0,
"gak jelas,posisi drivee terlalu jauh terus",3,2026-03-14 21:43:27,0,
"gosend instan lama, udh nunggu sejam ga dpt dpt, tau urgent, pke gojek biasa gamau driver ya aneh",1,2026-03-14 21:41:02,0,5.52.1
keren makanan ngatarnya lebih cepat,5,2026-03-14 21:39:47,0,5.52.1
"kerren cepat sampai, tidak ribet",5,2026-03-14 21:35:39,0,5.51.1
"sangat mengecewakan, ndak ada perbaikan samsek",1,2026-03-14 21:33:49,1,5.51.1
senang sekali pake aplikasi Go-Jek dr lama Krn bisa dpt poin dr aplikasi Gopay 🥰🥰🥰🥰,5,2026-03-14 21:29:25,0,5.52.1
"nyari driver dari jam 7.40 gak ketemu ketemu,sudah hampir 30 menit not respect",1,2026-03-14 21:24:33,0,5.52.1
mantaap suskses selalu,5,2026-03-14 21:22:57,0,
lumayan banyak promo🤩,5,2026-03-14 21:20:05,0,5.52.1
"sulit banget dapet driver, padahal driver seenaknya nolak tp cancel diminta dari yang mesen, ga jelas banget, harusnya yang ga mau yang harusnya cancel, bukan dibebankan ke customer",1,2026-03-14 21:14:47,1,5.52.1
sulit mendapat driver,1,2026-03-14 21:09:52,0,5.52.1
gak sesuai yang di pesan,1,2026-03-14 21:04:04,0,5.52.1
respon masih lama,3,2026-03-14 21:00:10,0,5.52.1
suka bagat,5,2026-03-14 20:59:11,0,5.52.1
"pembatalan sepihak,syaa sudah menunggu makanan sekitar 1,5 jam,tidak ada kejelasan tiba tiba makanan di cancel oleh pihak gojek !!!",1,2026-03-14 20:57:32,0,
"Tolong dong ketika mau pesan makanan di usahakan cepet pencarian drivernya,saya cape nunggu 1 jam lebih setiap mau pesan makanan ,udah fast driver juga lama banget dapetinnya, yang nunggu Udah kelaparan ini",3,2026-03-14 20:56:09,1,5.52.1
"YANG BERGUNA DISINI CUMAN GOPAY DAN GOFOOD, itupun kadang lambat. kami REMAJA punya BATAS JAM PULANG, kenapa SUSAH banget nyari driver dah. Aplikasi dibuat untuk fleksibilitas pengantaran, tapi gabisa pulang di jam MALAM +Tempat SEPI & GELAP",2,2026-03-14 20:38:40,3,5.52.1
"enak pake gojek, walaupun tadi banyak yang cancel orderannya",5,2026-03-14 20:34:50,0,5.39.1
puas sangat terbantu,5,2026-03-14 20:34:24,0,
